Instance,Income
122978,370647.6953398525
122979,64799.39572515798
122980,225444.51043519474
122981,14335.372113955827
122982,112797.66002282371
122983,12212.298004020144
122984,39906.36514411512
122985,118816.31432370652
122986,33665.885594895466
122987,20751.200678104626
122988,39802.37973520589
122989,291699.39807333803
122990,22853.802925072578
122991,83408.64150908393
122992,251854.31776206868
122993,85137.49743858277
122994,16993.923475378597
122995,66183.88590710031
122996,28723.200010390465
122997,52956.754855190855
122998,26496.906250522483
122999,53349.86375198344
123000,39410.858615307756
123001,140696.176993587
123002,126017.81599570664
123003,64927.9091331592
123004,282704.71324020386
123005,48656.81872120887
123006,61736.22142457597
123007,25055.339633537667
123008,47316.67125768083
123009,195018.122161612
123010,588363.3844893185
123011,34610.52906034318
123012,141852.25211887827
123013,106683.48099461576
123014,19904.578947328395
123015,99980.39126920488
123016,7463.048734808716
123017,25503.48832289202
123018,26352.60239172649
123019,194976.83345786398
123020,118310.62321103588
123021,17751.504067007798
123022,195753.41566380704
123023,19231.17751832451
123024,29026.421006588982
123025,96686.44981858958
123026,96584.19182588116
123027,56657.878100663336
123028,67143.89048788231
123029,212128.91241132614
123030,44119.05849614077
123031,104436.07593714957
123032,46023.10759525355
123033,17589.00604281108
123034,159039.73318884536
123035,67280.1664439226
123036,314630.475353055
123037,593048.227045586
123038,187701.28277029586
123039,72641.0585021951
123040,47696.0467857113
123041,35987.58067177847
123042,46179.901232930875
123043,90949.1015434946
123044,38743.30158460832
123045,129683.12632569378
123046,1232768.6084419608
123047,64918.573654098065
123048,11635.118246300242
123049,21573.855976820993
123050,403604.9536296798
123051,12775.298212458398
123052,116880.73343198617
123053,39022.297599431775
123054,22720.754000616012
123055,78702.7540105596
123056,55322.57024589945
123057,187284.91332883
123058,23457.094201669257
123059,83717.38140427571
123060,438243.638348075
123061,48226.925302981865
123062,136365.99848627995
123063,123899.8945310486
123064,27710.70382442508
123065,105342.10599833676
123066,28129.98465528219
123067,40887.29136318642
123068,82939.0663877365
123069,11964.947319354622
123070,50090.95027749558
123071,141639.35375204476
123072,16059.237832427054
123073,10829.22943830032
123074,215991.74138612128
123075,157920.83146288642
123076,29650.128874766244
123077,25143.574232660776
123078,23224.880046382634
123079,65468.86628445629
123080,54994.52286915887
123081,66428.45812951465
123082,83848.26862145893
123083,48876.43595673567
123084,51958.32540452411
123085,133258.8411283707
123086,43982.019491015875
123087,23495.765979640113
123088,53199.260007147765
123089,65382.293474158636
123090,370768.1147990791
123091,55549.121944214414
123092,12147.399441349477
123093,18471.38546683761
123094,99842.33144535199
123095,31013.307301202985
123096,78909.31334984596
123097,67196.22589441808
123098,366484.37180882617
123099,143206.79979023268
123100,163976.29091529176
123101,533823.1392571945
123102,35962.26555321931
123103,23631.895291410943
123104,636199.0702435868
123105,35903.16787603822
123106,385299.6116958045
123107,388608.721338046
123108,182048.41682836352
123109,22570.342021459142
123110,64307.418024638
123111,294716.4892938135
123112,68616.03150301236
123113,126785.32314034329
123114,42371.59444303913
123115,126583.04216209277
123116,21374.67593024705
123117,16365.587265057467
123118,143282.9189066352
123119,178926.8881028592
123120,168472.66069842564
123121,229125.19244798677
123122,22965.168221981956
123123,12137.590604915971
123124,14829.184185886914
123125,107629.97253585285
123126,252188.79884725975
123127,217159.73046946796
123128,17761.529952473807
123129,34221.180732653644
123130,109603.84763427521
123131,50720.103660625085
123132,38572.3878323737
123133,808108.7031167042
123134,114198.61917953822
123135,15036.133559976543
123136,89252.303022032
123137,55850.27278649331
123138,308680.01593394025
123139,35879.74809990066
123140,23529.091753183806
123141,55123.51826011132
123142,104981.40170106468
123143,71426.243371101
123144,16846.361295784776
123145,107173.02163657779
123146,143420.95791547684
123147,38942.800288053855
123148,37806.28723416387
123149,21192.229836314655
123150,33730.34903744484
123151,20721.57091160777
123152,25806.02275904418
123153,346821.05857665057
123154,250122.92151922782
123155,234786.59000984035
123156,11779.099353079353
123157,26920.62354394919
123158,49590.115326907086
123159,100981.26254496552
123160,174605.7252848398
123161,67272.73641537839
123162,13987.841618685889
123163,53118.42259401505
123164,20321.780170248017
123165,251540.41778128347
123166,53107.345402003746
123167,211413.0396600119
123168,48246.08573435826
123169,42751.363228944676
123170,23608.758813786146
123171,408152.96303463524
123172,39105.583535616875
123173,17303.346867320855
123174,71717.87048204725
123175,296447.35204795975
123176,11461.145979052159
123177,138026.6787118583
123178,12995.461866535745
123179,14318.895752167942
123180,17906.355817962034
123181,88643.70839458659
123182,37596.3061601707
123183,79763.06231789668
123184,201824.072790522
123185,61029.867603159684
123186,69088.85675897822
123187,57734.49914822526
123188,51550.42535244676
123189,155164.7778367702
123190,164608.3888079986
123191,53979.801888012465
123192,122541.7640326304
123193,63664.606647486034
123194,108952.66545328136
123195,66009.38789908413
123196,26149.13590024352
123197,90194.51117713758
123198,117955.57634179802
123199,20691.020130289966
123200,339435.40819364885
123201,110557.70980769821
123202,41458.293833006326
123203,111051.94960989483
123204,49740.421665698515
123205,83388.96213378289
123206,16617.26294909477
123207,225791.2298589516
123208,31819.144317308386
123209,50310.818074082505
123210,13113.986197469354
123211,144936.59582696212
123212,84380.93637637967
123213,21569.08846954692
123214,46818.53417859324
123215,26905.721282067418
123216,31314.554249273995
123217,37672.882466551804
123218,66283.62456551372
123219,52167.65666547594
123220,91385.56989313096
123221,227830.31404453018
123222,62012.847438416386
123223,54520.256062536595
123224,330671.73256459355
123225,60591.58620362192
123226,43960.63411778786
123227,37528.24278404185
123228,33583.844585982384
123229,274380.80614669545
123230,11720.27259943706
123231,163658.88285270712
123232,31010.92090817751
123233,93428.46331742962
123234,61711.00458876603
123235,73649.76868617575
123236,34652.418520337895
123237,28991.571847718653
123238,69245.99449341185
123239,29967.877821522572
123240,299387.9172494853
123241,277322.8096714052
123242,69275.37931110119
123243,98491.46752725258
123244,109041.13534300507
123245,13169.307114594418
123246,44001.87504825966
123247,86644.16007939435
123248,38745.85578785592
123249,91703.99540769236
123250,16904.310182956448
123251,112373.04343808247
123252,442549.70194949565
123253,74805.74862993424
123254,39409.22777317119
123255,149325.7132430085
123256,20270.330926203158
123257,20777.637023296018
123258,9994.898004504787
123259,115180.05811239374
123260,20246.57102767716
123261,59423.74022156913
123262,34544.11290049285
123263,152623.51274275026
123264,80522.99276949729
123265,27125.69260815831
123266,68074.84171877685
123267,139757.60872954433
123268,133817.90838978149
123269,32263.927634112428
123270,42485.84258769169
123271,32647.145595641276
123272,147205.51002487037
123273,164440.1134931674
123274,31128.225055756815
123275,24903.95534201125
123276,84642.60161450507
123277,52986.85854722968
123278,110097.21336515242
123279,367795.94718174246
123280,74827.17684523173
123281,333453.2900762378
123282,264742.5326833731
123283,167518.15362014854
123284,32149.940499477867
123285,18039.633809794694
123286,20312.561340790035
123287,139229.44612435444
123288,79560.96079453021
123289,34790.62185687726
123290,61554.02791178243
123291,123222.08131827784
123292,37156.12778939874
123293,131564.29928881448
123294,62766.449913926896
123295,35319.89416724292
123296,60302.94992834815
123297,34636.82806337024
123298,43987.819583823824
123299,26298.173838193317
123300,15887.445149002675
123301,55439.43379519312
123302,276662.2937694161
123303,9282.500280672577
123304,25543.59673316372
123305,56371.77549961601
123306,25806.385071622957
123307,59449.01769873541
123308,48892.79142290158
123309,52085.86722002141
123310,412069.7705729019
123311,179980.25724935066
123312,26121.301432408716
123313,39684.105423344176
123314,162493.2766037083
123315,16257.253332589149
123316,41451.56208522379
123317,149268.34074050133
123318,14026.13329456033
123319,32545.22518789319
123320,54799.12899168318
123321,206393.80072723646
123322,108256.78976890675
123323,49387.7343390013
123324,47348.94212850885
123325,32210.55275107752
123326,66602.71692765124
123327,174333.58597346017
123328,21988.902461727037
123329,22329.395152324316
123330,12345.55016452709
123331,9858.488776113094
123332,34119.862990550995
123333,141367.2734004635
123334,23345.35107132539
123335,70087.29092129404
123336,228976.578927098
123337,24699.177171244468
123338,239182.97564744682
123339,98790.25632151052
123340,57420.64177074225
123341,126531.54519931428
123342,45687.92482320245
123343,21846.705785356873
123344,87393.6164084567
123345,48658.780372343135
123346,44161.72096727096
123347,88750.68392320797
123348,37645.210649042674
123349,83368.98758661855
123350,16657.853127136437
123351,73216.49478288529
123352,58373.6013441299
123353,33029.69798176459
123354,24232.062823788754
123355,172524.8520103448
123356,46200.71892017219
123357,30114.623032139094
123358,23566.654232011915
123359,52798.32033345695
123360,87049.28703305594
123361,300289.0713909434
123362,246910.28467173857
123363,101579.52354159793
123364,17586.218709834113
123365,37238.531818075615
123366,78782.00735798047
123367,55515.66512841536
123368,238049.86843216294
123369,134851.3196954982
123370,52310.70464326759
123371,15459.306733391479
123372,62742.00822307486
123373,211764.27026480698
123374,32078.958468426634
123375,73803.88155707691
123376,38881.34412542484
123377,23022.438469080145
123378,55477.444881405274
123379,18787.29507675053
123380,91397.66134116419
123381,99764.40992441098
123382,117880.46959249103
123383,26088.609548726294
123384,31236.442404155147
123385,18753.91189657162
123386,71190.0658533633
123387,23438.730376314114
123388,55567.152750498084
123389,196986.75567614182
123390,51653.87541473379
123391,39508.491882694194
123392,48350.32199568784
123393,25118.58636892817
123394,28712.00587821468
123395,66221.94803136613
123396,35962.688443347964
123397,52753.65537537128
123398,53510.97174090246
123399,33042.12803503986
123400,27481.935726503136
123401,29539.290380398663
123402,86423.79027712514
123403,21058.151985633394
123404,145440.4314873409
123405,422561.74492971005
123406,12873.46998801739
123407,43282.26367058281
123408,18142.383739333396
123409,95301.4084355329
123410,401395.16921133274
123411,27993.615372102315
123412,23347.70430285826
123413,64988.1955081226
123414,173507.77740695458
123415,51760.29606208404
123416,135796.67596079153
123417,179742.22083218105
123418,133664.3744454842
123419,40613.99338739868
123420,84439.95643818358
123421,299886.6527247885
123422,39106.08133894567
123423,33901.18937614289
123424,322260.01819253515
123425,112978.94254822202
123426,89632.2883357355
123427,24272.780936526575
123428,42750.08044781681
123429,15894.937258377871
123430,23985.257558331006
123431,74636.06839362271
123432,463358.0151131127
123433,263301.8657221948
123434,29133.192429438725
123435,127689.65084022244
123436,37679.12785848086
123437,324194.9756280379
123438,99262.22242865953
123439,13662.782392436482
123440,29376.29366845684
123441,24795.867883495666
123442,111987.42486991237
123443,255577.399174515
123444,70121.83679396307
123445,117869.9283324201
123446,38716.82379187048
123447,110221.62290122762
123448,227623.46512832394
123449,95403.24664974895
123450,41739.70086353576
123451,46511.15637503685
123452,90887.5879562284
123453,260131.6211524397
123454,30648.829499426924
123455,117169.8326078253
123456,30266.94291877494
123457,228240.08091471344
123458,70821.30140249712
123459,213439.8968484891
123460,108286.34311738246
123461,52657.98392539821
123462,90545.89467161661
123463,47678.60378419358
123464,21298.814410127132
123465,206584.41930436957
123466,23830.722325134484
123467,17188.461380191682
123468,50956.46785393479
123469,15754.013014083464
123470,45102.46275742691
123471,332584.56261172635
123472,29712.62474436196
123473,295504.2130141983
123474,132040.35740103998
123475,187240.5717105833
123476,59336.71447900384
123477,77072.97206416052
123478,49776.60529560595
123479,38128.49444448397
123480,71044.08165377798
123481,110896.79146432877
123482,90345.3456911513
123483,59242.06893767719
123484,129454.71449250549
123485,29867.098701718493
123486,135615.0163695935
123487,259781.63751995555
123488,23370.885337946387
123489,20199.471754993156
123490,116004.97427929885
123491,51081.224563261414
123492,8094.988650070122
123493,95004.37544884841
123494,14326.622677068632
123495,27192.029106818438
123496,332150.1178385562
123497,65313.55527001384
123498,24940.381090057446
123499,22929.43161930451
123500,215098.84263973596
123501,63744.27463879615
123502,39433.01689208785
123503,91832.77623552519
123504,24964.42154065299
123505,29228.740863022325
123506,15176.248961204205
123507,61309.945640914244
123508,32778.59678099445
123509,20995.399122563893
123510,26689.78443970433
123511,21859.436848758556
123512,262770.767600062
123513,34912.63552650761
123514,80329.03022607409
123515,24836.980731036594
123516,33868.549571276
123517,74427.01572757805
123518,17709.13318397356
123519,16061.03481835698
123520,26625.025848623485
123521,34616.91814108313
123522,60769.801855395825
123523,82703.47506205444
123524,20827.884654678383
123525,38396.006251700725
123526,130722.46922384042
123527,41535.20314459396
123528,90489.25169184647
123529,32361.75961012629
123530,90878.52959478227
123531,50741.46731347201
123532,34322.26968116021
123533,155419.42431680966
123534,88882.01019013643
123535,65129.090001522374
123536,17886.68940029025
123537,91369.5685459834
123538,63507.81961878719
123539,214426.36805108585
123540,87345.61225403377
123541,132161.48924691693
123542,68850.52294256724
123543,170640.2487028765
123544,42237.46483890156
123545,58898.529487508014
123546,93517.26830791293
123547,89373.08763823753
123548,29737.660876378653
123549,37259.0321571368
123550,20864.671865669923
123551,46342.0568028157
123552,48414.027465531915
123553,26697.840047529273
123554,190652.4133239913
123555,37146.79205811306
123556,24042.70397997035
123557,25631.26219898427
123558,30511.66028250346
123559,65712.39405798976
123560,222522.3389828325
123561,547461.8983107065
123562,213348.17956014644
123563,45020.862769036205
123564,34764.7623757782
123565,367096.3017951644
123566,19999.287567148658
123567,147388.0938783798
123568,42401.95530541678
123569,28762.13795231499
123570,408522.038465382
123571,33214.913275373656
123572,39060.055015665064
123573,51264.80762133964
123574,86646.82155256851
123575,10252.74423653722
123576,102724.94992311695
123577,189259.82071592094
123578,26916.82467594535
123579,156504.091395607
123580,62664.821705868075
123581,159561.62284469785
123582,41452.40147520334
123583,331681.57237460866
123584,70684.24523347052
123585,168597.79818746095
123586,35011.77211928981
123587,20046.510832387863
123588,9964.152337588392
123589,16160.99749605417
123590,441752.23251842987
123591,13127.10317988066
123592,13826.252175170699
123593,92310.06199115425
123594,81898.81999982365
123595,18585.359715517883
123596,610497.0094909834
123597,45600.10865372048
123598,16571.66862847236
123599,39315.390540229506
123600,60666.87875899876
123601,87585.73384930748
123602,151356.09555228168
123603,23733.675233175956
123604,33786.071415957565
123605,24926.3378183994
123606,151463.14983661263
123607,528255.5269024764
123608,26363.313147014702
123609,39436.67153408779
123610,96283.4896827943
123611,38676.876525391126
123612,24649.735448778043
123613,19223.105713853143
123614,178017.66064168
123615,52946.96914083782
123616,132170.5897449885
123617,459324.2139669207
123618,217634.3412475222
123619,81495.9386184436
123620,18831.984685358762
123621,33768.69263576449
123622,17583.92996935901
123623,203114.60042722922
123624,53426.10101795657
123625,31468.46651769953
123626,256094.87705198096
123627,67313.6291419238
123628,13484.264793591621
123629,127816.75870827891
123630,34288.832404339766
123631,30557.679525724692
123632,27879.329847824607
123633,11872.22799120606
123634,20812.050530460197
123635,70255.89438578057
123636,248207.74467036058
123637,45624.656308930236
123638,25979.44502061619
123639,29186.31557892913
123640,57848.242955129215
123641,126580.41713158553
123642,62654.79146139742
123643,63705.25160127575
123644,250226.54396101675
123645,17913.845039188647
123646,225995.22590336422
123647,17684.704775960286
123648,35342.82387603048
123649,20017.266207826277
123650,40585.73016145382
123651,33249.96840629484
123652,16807.231033212734
123653,14713.607352275762
123654,105532.52826864664
123655,110625.20612099626
123656,955562.2706905274
123657,966209.2112315666
123658,30805.99207565834
123659,152670.3666753383
123660,34308.187748282544
123661,116887.86238724663
123662,50652.896368294336
123663,110538.67117229724
123664,55337.99460848102
123665,124652.92325066491
123666,11846.241563371088
123667,40654.858164996476
123668,121660.525319592
123669,277008.2605890133
123670,51907.44414619237
123671,73410.75954148595
123672,31019.495452354684
123673,30295.504024151753
123674,41030.25467095283
123675,17248.51377182225
123676,10174.457581149578
123677,25598.828844742424
123678,216649.66201599635
123679,107411.11076029798
123680,279733.6688436145
123681,23330.947303874862
123682,119864.55203712925
123683,27486.323956557968
123684,109680.44371336768
123685,37493.60778862701
123686,54042.87650191878
123687,72741.3143303702
123688,55762.09653372435
123689,16812.63793311662
123690,22369.398516086883
123691,174728.55503809825
123692,70002.46582831528
123693,44735.05090051273
123694,114086.95589149001
123695,48250.800117602645
123696,81197.90998092882
123697,35741.22163184604
123698,72984.16055574862
123699,37905.25548219724
123700,46186.39032930627
123701,54920.85067143241
123702,32141.914382008563
123703,50737.12674952559
123704,25713.782193266878
123705,221501.88249545213
123706,26924.856303553628
123707,24461.404884613232
123708,97751.18497200042
123709,20349.23100554858
123710,52145.3899540831
123711,102686.80924811549
123712,438289.235210456
123713,24373.393497378995
123714,35063.32279839451
123715,133569.1284475793
123716,25647.027962317097
123717,18776.195077214958
123718,13777.747479927619
123719,45303.37389053339
123720,22166.519063210457
123721,39945.88597959608
123722,24531.074699154775
123723,22164.1473306072
123724,18994.54974995904
123725,62025.460920672456
123726,104283.18212394863
123727,170851.71889204695
123728,286828.1770496912
123729,124003.12050167544
123730,28628.567990366202
123731,13720.599666214972
123732,214854.77710334325
123733,388279.8311260565
123734,19141.003616332284
123735,33494.699497105066
123736,19695.414092992552
123737,737026.9033461355
123738,121657.39347660365
123739,125231.02870100833
123740,20920.4465672612
123741,84034.87106318207
123742,19381.371779263984
123743,42617.54026673745
123744,61108.248006497946
123745,191624.85894013685
123746,45252.24628128952
123747,46974.262530436354
123748,176541.44162377925
123749,46002.764040480986
123750,15029.09887559055
123751,54914.05705626501
123752,36590.97463754924
123753,102675.01800766113
123754,45296.5903653773
123755,27267.329881361595
123756,332810.17563018645
123757,19903.316242869427
123758,87029.81278273322
123759,26707.71531317751
123760,43548.34431977229
123761,166028.32232159295
123762,28294.641641139326
123763,72878.51904169399
123764,260426.02304772838
123765,47318.96479621562
123766,34208.994611653754
123767,14232.78091594745
123768,109520.8457881595
123769,36530.51646656265
123770,112448.80310295928
123771,36451.90771381431
123772,22982.641810002173
123773,18026.69031559184
123774,25865.91262732159
123775,23015.070286265396
123776,49034.574014281454
123777,53134.83132342041
123778,447634.1749364401
123779,445511.3315708842
123780,18259.538907563132
123781,206238.38537294045
123782,26607.229020539045
123783,28749.19677864299
123784,22152.51412132327
123785,412486.96750995016
123786,46223.48278585636
123787,56067.867374181806
123788,39007.28219779462
123789,20085.8201706419
123790,8668.541630926327
123791,52313.228362913425
123792,36094.285256240735
123793,51841.301078153476
123794,70617.68153374133
123795,34588.118375821505
123796,51050.77953964749
123797,21372.68518320992
123798,18102.590109070876
123799,291642.51035530155
123800,274007.51316344616
123801,38215.456802063476
123802,33999.405235768005
123803,14878.890827108755
123804,21392.34281467608
123805,59715.30640717507
123806,28311.051707867115
123807,172749.33653857964
123808,75105.90701961
123809,24034.073944180665
123810,497493.3774683447
123811,36463.04629611484
123812,86047.85286824193
123813,124948.37075768111
123814,9869.023992065788
123815,173933.1187309739
123816,134908.47295250697
123817,339515.93679579423
123818,25605.53654985743
123819,212386.67823077107
123820,125502.14313783975
123821,42278.76467449816
123822,20855.39194610249
123823,71815.96434728133
123824,335150.562291777
123825,211774.44315348967
123826,127746.8103235775
123827,11964.030404168221
123828,55346.21225500135
123829,66736.8873553264
123830,22928.729264605063
123831,59712.45895318173
123832,162675.43142909268
123833,300689.77059671015
123834,261970.53249873052
123835,114756.25743198609
123836,62276.77820329749
123837,47854.66020412158
123838,135526.0049321096
123839,50845.53591238193
123840,14894.790555783566
123841,26312.748279420135
123842,162894.78980622982
123843,197258.86658761522
123844,939971.5326873392
123845,63002.18682110454
123846,166557.88834270992
123847,46623.19327540682
123848,200098.1391854388
123849,14275.467323079423
123850,55877.180235655374
123851,33887.46664768695
123852,26168.074640634848
123853,57864.85099676939
123854,18279.999812318856
123855,100337.4310006336
123856,68963.76068693948
123857,15173.119098411244
123858,20269.87636925452
123859,143666.96232812927
123860,33179.26872897967
123861,194568.34274444438
123862,293885.62016089866
123863,45878.12228915071
123864,88141.03807999821
123865,154034.57403057753
123866,63317.847434416195
123867,12305.708908421218
123868,28340.00341773473
123869,135269.2595738917
123870,8804.410678820399
123871,17766.639585371402
123872,111709.62689726056
123873,35125.04868194301
123874,61570.311264009644
123875,190373.45529231947
123876,360130.57892863604
123877,93720.77567239924
123878,116295.10268471918
123879,186872.15240216462
123880,51746.02287507665
123881,72950.24465993427
123882,12294.494711684567
123883,9491.605505012607
123884,49568.17241399177
123885,90908.81779881357
123886,47960.3062667527
123887,156326.84871837177
123888,37936.43093042703
123889,36718.268839100856
123890,161142.31171680146
123891,226333.6471923941
123892,63902.13178857349
123893,216746.38771506833
123894,131086.55912900908
123895,41412.257353408975
123896,36194.1512626248
123897,137328.8584476481
123898,22508.393701544872
123899,150061.32783804246
123900,43512.90500211657
123901,93611.03944310448
123902,51154.6165782802
123903,93407.30775432549
123904,79205.87857702098
123905,303345.522711859
123906,21410.217523159135
123907,263441.8534214178
123908,95233.87689410931
123909,26526.010715361866
123910,123813.65154556026
123911,42235.62974728126
123912,89578.41875225474
123913,72010.95960641268
123914,51896.64542524071
123915,52428.75469318736
123916,153974.8153093165
123917,48813.10544910998
123918,83577.88883320866
123919,475760.05000979616
123920,23931.674927074044
123921,19375.729295676403
123922,111714.98809482249
123923,199302.71559452824
123924,190634.928666347
123925,52396.75647446969
123926,114944.65006334697
123927,88688.40968464591
123928,127963.37235075374
123929,101794.12097422952
123930,28403.696038388003
123931,69131.97973687899
123932,203366.05482014836
123933,152978.77800964072
123934,18539.687254993656
123935,40921.33848007969
123936,145624.952698489
123937,312473.4553500666
123938,114264.54342419436
123939,71866.94816761705
123940,26569.960810568726
123941,56686.8134366972
123942,253606.98182370796
123943,115322.64176926701
123944,187094.6607402922
123945,87640.97786936474
123946,125686.32706523871
123947,67929.19998739012
123948,66909.50459576964
123949,89351.70598086221
123950,42059.74583204608
123951,92329.66962619504
123952,173668.63700640138
123953,525801.0536285635
123954,29452.59261735178
123955,191400.35928792748
123956,70369.58930104297
123957,107826.39039006556
123958,29732.452900447675
123959,124748.55114641406
123960,11357.155365934064
123961,130013.40644520611
123962,191728.3453932076
123963,106915.42598911122
123964,12885.853592932695
123965,11578.562952729035
123966,76244.6956187768
123967,25258.932100712853
123968,31634.19397946017
123969,85993.4061895404
123970,172752.3416595127
123971,212543.82158109086
123972,105537.9204208708
123973,107186.76574341061
123974,483459.8545994456
123975,15262.32086051263
123976,19373.373590261388
123977,327418.86937767704
123978,262568.5174114938
123979,59895.78976099969
123980,11209.933474483576
123981,34039.10125739151
123982,39360.113145486896
123983,338534.2577718519
123984,54489.65082132849
123985,34952.64823725582
123986,17906.908736803012
123987,50307.642873246696
123988,66330.97204759765
123989,340892.6551570618
123990,300764.775744789
123991,79730.91103844784
123992,251880.609392858
123993,57643.289994046085
123994,351279.326040842
123995,47502.23727478423
123996,179909.24387154734
123997,228791.05978626496
123998,23067.982911446936
123999,45376.384161701106
124000,137567.39004524497
124001,84441.87774505833
124002,87960.13492144791
124003,14132.160184743696
124004,123858.0842284507
124005,18183.07252203638
124006,757639.6727508621
124007,359208.24238182756
124008,233252.23033679204
124009,34344.47888512591
124010,75545.7380487952
124011,85787.9034504484
124012,20563.749748620285
124013,22600.56085809045
124014,26424.703048537038
124015,150750.76631060903
124016,23349.119968156894
124017,95590.78260003847
124018,47207.064857018835
124019,44113.76874504135
124020,38001.05189419771
124021,19578.85246807129
124022,55070.13003377183
124023,79058.83574333423
124024,218528.69646113215
124025,312426.4540561281
124026,74388.3028940569
124027,187181.2308233555
124028,26354.85195064414
124029,263664.2561823165
124030,15650.842765197742
124031,82542.2147390747
124032,42565.009140212365
124033,60225.97917380542
124034,131037.72936756618
124035,149907.9229109935
124036,841758.5507452345
124037,34408.6323682531
124038,28755.23112410394
124039,26061.11474196149
124040,67607.05445367153
124041,40075.03461214152
124042,70070.24551139426
124043,192115.18589556153
124044,99653.72112956812
124045,84965.25244188256
124046,49037.630461435285
124047,165361.71378225068
124048,20530.936760472792
124049,46101.48525279343
124050,15598.567683837198
124051,19134.890916893844
124052,23726.309458397114
124053,70516.94820483838
124054,231608.41296016244
124055,51612.92535967508
124056,40324.60749639194
124057,33376.15002463209
124058,269963.9805220634
124059,47239.11745394428
124060,155806.70981385335
124061,80363.98204140757
124062,13116.508662919994
124063,220943.97583727958
124064,153286.0025370689
124065,74168.86993653566
124066,43690.91100516934
124067,14366.252267591784
124068,43076.351170024354
124069,179148.95373771028
124070,15631.14228060768
124071,6990.684003062902
124072,37759.44510469265
124073,308814.9785225188
124074,167597.2887334185
124075,91610.84508719941
124076,83958.4761896882
124077,82532.47719336629
124078,175183.13782942676
124079,105393.42665022664
124080,199285.68471350783
124081,37720.22859219659
124082,152074.01387633503
124083,92983.35255731276
124084,32530.87855903346
124085,40383.51043669732
124086,1355117.6752842115
124087,83961.64108065142
124088,17187.879658980124
124089,91932.8569197552
124090,50868.45380127752
124091,193012.52910041026
124092,17030.30191417875
124093,93220.10285832966
124094,76375.58691632374
124095,20646.37449895082
124096,177917.68097103055
124097,18388.280948375505
124098,18985.087863370012
124099,33984.607647983816
124100,14689.196614663633
124101,22006.18182251408
124102,40777.18026075147
124103,95460.97254984244
124104,11523.81316342529
124105,46401.40423366023
124106,76790.4869310668
124107,24116.826041690227
124108,295588.7612023301
124109,75654.09705548004
124110,14852.378495977695
124111,28854.038663301173
124112,82060.30077017959
124113,41799.21805768091
124114,16658.852175751137
124115,28165.76139032895
124116,135635.4202761125
124117,27777.48810584364
124118,108887.79346328683
124119,18546.309372646105
124120,533462.6460907713
124121,66278.90018212053
124122,25478.57087325678
124123,115747.12078411347
124124,183114.26481326664
124125,16831.337473981337
124126,536740.0766876389
124127,77523.42634838924
124128,20731.08580441631
124129,71455.1871943836
124130,14119.478545167693
124131,59529.329570228816
124132,622108.609342479
124133,64319.75135194375
124134,413126.62175831746
124135,17284.355740102834
124136,99519.64912765448
124137,30704.20508794772
124138,600391.3730682483
124139,89913.9984999729
124140,61597.42465819638
124141,99137.0998096289
124142,756911.3280791963
124143,65843.65318006017
124144,294482.46207549004
124145,36665.83018761093
124146,13348.787550858986
124147,21471.416940169074
124148,17665.17293894051
124149,83110.5030746731
124150,32027.357204792075
124151,28765.365531654126
124152,34872.146559006724
124153,91253.64345557407
124154,23957.485025899197
124155,318855.8024399175
124156,213475.35805900267
124157,18518.620225464034
124158,91230.77983178859
124159,36578.38276664437
124160,22683.593038619692
124161,92777.60513723246
124162,10722.358209155045
124163,104850.24882361475
124164,60325.27343264013
124165,112361.459411371
124166,88972.69651535955
124167,37205.610113783005
124168,53223.46354572517
124169,141749.88594517525
124170,171792.73052396253
124171,284306.240365084
124172,30472.872104308608
124173,203966.71454254002
124174,33014.296891392
124175,43411.30782554456
124176,41688.56565844197
124177,339107.9312571104
124178,31293.670196498795
124179,42396.49055899417
124180,16585.994830394797
124181,132394.56738414874
124182,107394.08803048292
124183,93217.57288722429
124184,34228.299255556725
124185,18948.716305493082
124186,217163.34744186068
124187,135005.15517605917
124188,22983.75121281348
124189,116250.39425250106
124190,287008.2560298173
124191,36806.2274361547
124192,151909.15427903098
124193,127471.2311299653
124194,85768.43483288192
124195,29237.48399340347
124196,35706.223490504155
124197,299209.6229749403
124198,314850.9983967203
124199,29454.12705066023
124200,35768.7910596346
124201,40670.95369893045
124202,33109.37021635226
124203,38307.076935736055
124204,33996.839049456656
124205,241860.39024167214
124206,36330.864080576735
124207,45524.513660725934
124208,160657.25120468443
124209,73602.45813007829
124210,136841.34521581893
124211,33132.879690694754
124212,121391.89701956423
124213,176448.4156179622
124214,72381.38141072463
124215,76835.98087259704
124216,83101.58293530071
124217,15845.154702905891
124218,12563.786374954352
124219,13066.231070089343
124220,68531.26401374037
124221,24098.81048489784
124222,67787.1375875985
124223,40852.138169713995
124224,30934.00278002513
124225,53849.83119915925
124226,355204.67087417695
124227,62775.31908300272
124228,17241.378652877513
124229,101723.30972676219
124230,14337.400090011517
124231,17320.833442051393
124232,56813.30978263929
124233,81310.74295006497
124234,216981.43303947084
124235,14679.068384219025
124236,97743.30346524453
124237,22010.28862904679
124238,614612.2276579787
124239,27922.98687977911
124240,13017.823181211967
124241,232231.33349861452
124242,19617.557479538416
124243,161984.90820052777
124244,96519.98168904787
124245,104873.25101504248
124246,491671.83588419744
124247,106060.11101863741
124248,17471.811775929622
124249,63584.00644216372
124250,77684.37710010789
124251,100764.2299252294
